node_id	parent_id	mutations
ROOT	ROOT	
1	ROOT	mut0,mut4,mut6,mut7,mut8,mut10,mut11,mut13,mut16,mut17,mut18,mut19,mut20,mut23,mut24,mut25,mut27,mut30,mut31,mut32,mut33,mut34,mut35,mut36,mut37,mut39,mut41,mut42,mut43,mut44,mut45,mut47,mut48,mut49,mut50,mut52,mut53,mut54,mut55,mut58,mut59,mut62,mut63,mut64,mut65,mut66,mut68,mut69,mut70,mut73,mut74,mut75,mut78,mut79,mut81,mut82,mut83,mut84,mut85,mut86,mut87,mut89,mut90,mut91,mut92,mut95,mut96,mut97,mut101,mut102,mut103,mut104,mut105,mut106,mut108,mut109,mut111,mut113,mut114,mut115,mut116,mut117,mut118,mut119,mut121,mut122,mut123,mut124,mut125,mut126,mut127,mut128,mut130,mut131,mut132,mut133,mut134,mut137,mut139,mut140,mut143,mut144,mut145,mut149,mut150,mut151,mut156,mut157,mut158,mut159,mut160,mut161,mut162,mut163,mut164,mut166,mut167,mut168,mut170,mut171,mut172,mut173,mut174,mut175,mut177,mut178,mut182,mut185,mut186,mut187,mut188,mut190,mut191,mut192,mut195,mut199,mut201,mut202,mut203,mut204,mut205,mut206,mut209,mut212,mut215,mut216,mut217,mut218,mut219,mut222,mut223,mut226,mut227,mut228,mut229,mut231,mut233,mut234,mut235,mut237,mut238,mut239,mut240,mut243,mut245,mut246,mut247,mut248,mut250,mut251,mut253,mut254,mut255,mut256,mut257,mut260,mut263,mut265,mut267,mut269,mut271,mut272,mut273,mut275,mut276,mut277,mut278,mut279,mut281,mut282,mut284,mut286,mut287,mut288,mut289,mut290,mut291,mut292,mut302,mut303,mut304,mut305,mut306,mut307,mut308,mut309,mut311,mut313,mut314,mut315,mut316,mut318,mut319,mut320,mut321,mut322,mut323,mut325,mut326,mut327,mut328,mut331,mut332,mut333,mut334,mut336,mut337,mut340,mut341,mut342,mut346,mut348,mut351,mut352,mut353,mut354,mut356,mut357,mut359,mut360,mut361,mut364,mut366,mut367,mut370,mut371,mut372,mut374,mut375,mut376,mut377,mut378,mut379,mut380,mut381,mut382,mut383,mut384,mut385,mut386,mut388,mut389,mut390,mut391,mut392,mut394,mut397,mut398,mut399,mut402,mut403,mut408,mut409,mut410,mut411,mut413,mut414,mut415,mut417,mut418,mut419,mut421,mut422,mut423,mut428,mut429,mut430,mut432,mut434,mut435,mut437,mut438,mut439,mut441,mut444,mut445,mut446,mut448,mut449,mut450,mut452,mut453,mut454,mut455,mut456,mut457,mut458,mut462,mut463,mut464,mut465,mut466,mut467,mut468,mut471,mut472,mut473,mut477,mut478,mut479,mut481,mut482,mut483,mut484,mut485,mut486,mut487,mut488,mut489,mut490,mut491,mut492,mut494,mut495,mut496,mut497,mut498,mut499,mut500,mut502,mut505,mut506,mut507,mut509,mut510,mut513,mut516,mut517,mut518,mut521,mut523,mut524,mut525,mut527,mut529,mut530,mut532,mut533,mut537,mut538,mut540,mut542,mut543,mut545,mut547,mut548,mut554,mut556,mut558,mut563,mut565,mut567,mut568,mut569,mut570,mut571,mut575,mut576,mut577,mut578,mut579,mut580,mut581,mut582,mut583,mut584,mut585,mut586,mut588,mut589,mut592,mut593,mut595,mut596,mut597,mut598,mut600,mut605,mut606,mut608,mut609,mut611,mut612,mut613,mut615,mut616,mut618,mut619,mut620,mut621,mut622,mut623,mut624,mut625,mut627,mut628,mut629,mut630,mut631,mut632,mut637,mut638,mut639,mut640,mut641,mut642,mut643,mut644,mut645,mut646,mut649,mut650,mut651,mut652,mut656,mut657,mut658,mut660,mut661,mut662,mut664,mut667,mut668,mut669,mut670,mut671,mut672,mut673,mut674,mut675,mut676,mut677,mut679,mut680,mut681,mut682,mut683,mut685,mut686,mut687,mut688,mut689,mut690,mut691,mut692,mut693,mut694,mut695,mut696,mut697,mut699,mut701,mut704,mut706,mut707,mut709,mut711,mut712,mut713,mut714,mut715,mut717,mut719,mut720,mut721,mut724,mut725,mut727,mut729,mut730,mut731,mut732,mut734,mut735,mut736,mut737,mut739,mut740,mut741,mut742,mut744,mut745,mut746,mut749,mut750,mut751,mut752,mut753,mut758,mut759,mut761,mut762,mut763,mut764,mut765,mut766,mut767,mut769,mut770,mut771,mut772,mut773,mut774,mut775,mut776,mut777,mut778,mut780,mut783,mut784,mut785,mut786,mut787,mut788,mut789,mut791,mut792,mut793,mut794,mut795,mut796,mut799,mut800,mut802,mut803,mut804,mut805,mut807,mut809,mut810,mut811,mut812,mut813,mut815,mut816,mut817,mut828,mut830,mut831,mut833,mut835,mut839,mut840,mut841,mut842,mut843,mut845,mut846,mut847,mut848,mut850,mut851,mut852,mut853,mut854,mut855,mut859,mut860,mut861,mut862,mut863,mut864,mut869,mut870,mut874,mut877,mut882,mut883,mut884,mut885,mut886,mut889,mut890,mut894,mut895,mut896,mut897,mut898,mut899,mut901,mut902,mut906,mut907,mut909,mut911,mut912,mut915,mut917,mut918,mut919,mut923,mut925,mut930,mut931,mut933,mut935,mut936,mut937,mut938,mut941,mut942,mut943,mut945,mut946,mut949,mut951,mut955,mut956,mut957,mut960,mut961,mut963,mut966,mut967,mut972,mut973,mut974,mut975,mut976,mut977,mut978,mut980,mut981,mut983,mut984,mut985,mut988,mut989,mut990,mut993,mut994,mut1001,mut1002,mut1003,mut1007,mut1012,mut1013,mut1014,mut1015,mut1017,mut1019,mut1023,mut1024,mut1026,mut1027,mut1028,mut1029,mut1031,mut1032,mut1036,mut1038,mut1043,mut1044,mut1045,mut1046,mut1047,mut1048,mut1050,mut1052,mut1053,mut1055,mut1058,mut1060,mut1061,mut1062,mut1065,mut1066,mut1068,mut1069,mut1070,mut1071,mut1072,mut1074,mut1075,mut1076,mut1078,mut1079,mut1081,mut1082,mut1085,mut1086,mut1087,mut1088,mut1089,mut1090,mut1091,mut1093,mut1096,mut1097,mut1098,mut1100,mut1101,mut1102,mut1103,mut1104,mut1105,mut1106,mut1108,mut1111,mut1112,mut1114,mut1115,mut1117,mut1118
2	ROOT	mut5,mut77,mut94,mut98,mut99,mut107,mut138,mut146,mut148,mut155,mut165,mut176,mut183,mut200,mut242,mut249,mut258,mut264,mut266,mut294,mut296,mut297,mut298,mut299,mut310,mut324,mut345,mut347,mut349,mut373,mut416,mut431,mut443,mut515,mut519,mut531,mut536,mut551,mut559,mut562,mut573,mut591,mut617,mut635,mut648,mut654,mut659,mut663,mut698,mut700,mut718,mut722,mut723,mut743,mut768,mut781,mut782,mut820,mut829,mut844,mut856,mut857,mut858,mut867,mut868,mut871,mut876,mut878,mut879,mut880,mut881,mut900,mut905,mut908,mut910,mut914,mut916,mut920,mut924,mut952,mut964,mut991,mut995,mut1006,mut1033,mut1034,mut1054,mut1067,mut1083,mut1095
3	ROOT	mut3,mut71,mut136,mut154,mut196,mut198,mut208,mut210,mut213,mut230,mut241,mut259,mut283,mut295,mut329,mut358,mut362,mut400,mut401,mut406,mut451,mut461,mut469,mut475,mut476,mut508,mut512,mut514,mut534,mut572,mut607,mut636,mut647,mut666,mut705,mut716,mut754,mut779,mut797,mut798,mut808,mut814,mut819,mut821,mut822,mut823,mut824,mut832,mut866,mut873,mut892,mut913,mut921,mut928,mut939,mut944,mut958,mut998,mut1008,mut1011,mut1020,mut1021,mut1035,mut1042,mut1051,mut1080,mut1109,mut1110,mut1116
5	1	mut9,mut12,mut14,mut29,mut38,mut56,mut57,mut60,mut120,mut129,mut147,mut220,mut221,mut232,mut244,mut261,mut262,mut274,mut312,mut335,mut339,mut365,mut433,mut459,mut460,mut474,mut504,mut522,mut526,mut546,mut550,mut552,mut553,mut560,mut561,mut590,mut614,mut755,mut756,mut801,mut806,mut818,mut837,mut927,mut947,mut979,mut982,mut999,mut1000,mut1004,mut1016,mut1018,mut1022,mut1025,mut1030,mut1039,mut1040,mut1049,mut1056,mut1059,mut1084
7	5	mut51,mut93,mut142,mut169,mut184,mut225,mut268,mut393,mut396,mut426,mut442,mut447,mut470,mut564,mut566,mut703,mut726,mut826,mut834,mut922,mut940,mut953,mut959
8	5	mut1,mut15,mut28,mut67,mut76,mut152,mut194,mut344,mut355,mut404,mut653,mut708,mut728,mut790,mut849,mut926,mut1041,mut1057
9	5	mut179,mut180,mut387,mut405,mut407,mut501,mut539,mut541,mut574,mut887,mut948,mut996,mut1077,mut1099
10	ROOT	mut112,mut189,mut211,mut252,mut301,mut436,mut544,mut601,mut604,mut865,mut904,mut992,mut1005,mut1063
11	5	mut72,mut88,mut181,mut285,mut317,mut503,mut520,mut549,mut747,mut748,mut836,mut934
12	5	mut40,mut80,mut100,mut153,mut412,mut427,mut511,mut599,mut684,mut971,mut997
13	1	mut22,mut46,mut141,mut197,mut236,mut633,mut702,mut891,mut1009,mut1092
14	5	mut21,mut224,mut330,mut424,mut678,mut893,mut962,mut965,mut987
15	ROOT	mut61,mut338,mut395,mut587,mut626,mut757,mut760,mut954,mut1113
16	8	mut280,mut350,mut363,mut425,mut555,mut825,mut903,mut968
17	1	mut110,mut440,mut610,mut665,mut733,mut827,mut932,mut1064
18	12	mut26,mut293,mut603,mut738,mut950,mut969,mut1037
19	ROOT	mut2,mut368,mut634,mut710,mut986,mut1073
20	ROOT	mut420,mut528,mut535,mut888,mut1010,mut1094
21	11	mut135,mut207,mut557,mut602,mut929,mut970
22	1	mut480,mut493,mut594,mut655,mut875
23	7	mut193,mut214,mut270,mut872,mut1119
24	8	mut300,mut343,mut369,mut838,mut1107
